season,week,n_active,n_elim,actual_elim,pred_pct,pred_rank,pct_match,rank_match,same_pred,V_elim_pct,V_elim_rank,pct_more_audience,rank_more_audience,margin_pct,margin_rank
17,7,8,1,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi",1,1,1,1.0001607843287823e-09,1.0001607843287823e-09,0,0,0.07317255325064036,0.0625
17,8,7,1,Brant Daugherty,Brant Daugherty,Brant Daugherty,1,1,1,4.052908307020603e-09,4.052908307020603e-09,0,0,0.0845988023661819,0.07142857142857142
17,9,6,1,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,Elizabeth Berkley Lauren,1,1,1,2.544578543383921e-09,2.544578543383921e-09,0,0,0.09326604753703416,0.011904761904761918
17,10,5,1,Leah Remini,Leah Remini,Leah Remini,1,1,1,7.135212087828422e-06,7.135212087828422e-06,0,0,0.13382163619771342,0.09999999999999998
18,1,12,1,Diana Nyad,Diana Nyad,Diana Nyad,1,1,1,3.924406354595111e-09,3.924406354595111e-09,0,0,0.05335734149023752,0.0641025641025641
18,2,11,2,Billy Dee Williams | Sean Avery,Billy Dee Williams | Sean Avery,Billy Dee Williams | Sean Avery,1,1,1,1.3957255771155697e-08,1.3957255771155697e-08,0,0,0.05986419144090262,0.06060606060606061
18,5,9,1,Cody Simpson,Cody Simpson,Cody Simpson,1,1,1,5.733577544071062e-10,5.733577544071062e-10,0,0,0.06555020575956677,0.07777777777777778
18,6,8,1,Drew Carey,Drew Carey,Drew Carey,1,1,1,2.229663534413485e-09,2.229663534413485e-09,0,0,0.07799143030161057,0.09722222222222222
18,7,7,1,NeNe Leakes,NeNe Leakes,NeNe Leakes,1,1,1,1.0372416995610175e-09,1.0372416995610175e-09,0,0,0.09056254266744729,0.12499999999999999
18,8,6,1,Danica McKellar,Danica McKellar,Danica McKellar,1,1,1,6.118261074003202e-09,6.118261074003202e-09,0,0,0.09909757839531282,0.023809523809523808
18,9,5,1,Charlie White,Charlie White,Charlie White,1,1,1,5.940156116921432e-09,5.940156116921432e-09,0,0,0.12562290049962774,0.08333333333333331
19,1,13,1,Lolo Jones,Lolo Jones,Lolo Jones,1,1,1,1.655030904584721e-09,1.655030904584721e-09,0,0,0.05123912557715235,0.06043956043956043
19,2,12,1,Tavis Smiley,Tavis Smiley,Tavis Smiley,1,1,1,2.661033587914678e-09,2.661033587914678e-09,0,0,0.04867340813461712,0.05448717948717948
19,3,11,1,Randy Couture,Randy Couture,Randy Couture,1,1,1,6.324462828080925e-10,6.324462828080925e-10,0,0,0.05944515909628675,0.07575757575757576
19,4,10,1,Betsey Johnson,Betsey Johnson,Betsey Johnson,1,1,1,4.385860015474884e-09,4.385860015474884e-09,0,0,0.06070001738825628,0.04999999999999999
19,6,9,1,Jonathan Bennett,Jonathan Bennett,Jonathan Bennett,1,1,1,2.6915198835479606e-09,2.6915198835479606e-09,0,0,0.06352975848921621,0.04444444444444444
19,7,8,1,Antonio Sabato Jr.,Antonio Sabato Jr.,Antonio Sabato Jr.,1,1,1,4.225829924033996e-09,4.225829924033996e-09,0,0,0.07757113335806792,0.08333333333333334
19,8,7,1,Michael Waltrip,Michael Waltrip,Michael Waltrip,1,1,1,7.807827637401094e-10,7.807827637401094e-10,0,0,0.10776411403606304,0.12499999999999999
19,9,6,1,Lea Thompson,Lea Thompson,Lea Thompson,1,1,1,1.7491233304601413e-07,1.7491233304601413e-07,0,0,0.10179031483156548,0.09523809523809523
19,10,5,1,Tommy Chong,Tommy Chong,Tommy Chong,1,1,1,1.807894716942366e-06,1.807894716942366e-06,0,0,0.14381633851826114,0.16666666666666669
20,2,12,1,Redfoo,Redfoo,Redfoo,1,1,1,7.678999667837981e-10,7.678999667837981e-10,0,0,0.04213048851930402,0.01602564102564103
20,3,11,1,Charlotte McKinney,Charlotte McKinney,Charlotte McKinney,1,1,1,1.1164783975785243e-09,1.1164783975785243e-09,0,0,0.06128185101927414,0.07575757575757576
20,4,10,1,Michael Sam,Michael Sam,Michael Sam,1,1,1,3.296272791571871e-09,3.296272791571871e-09,0,0,0.05978445631907246,0.0590909090909091
20,5,9,1,Suzanne Somers,Suzanne Somers,Suzanne Somers,1,1,1,6.587602282145543e-09,6.587602282145543e-09,0,0,0.0692794394192188,0.04444444444444444
20,6,8,1,Patti LaBelle,Patti LaBelle,Patti LaBelle,1,1,1,2.138320392151859e-09,2.138320392151859e-09,0,0,0.07418819705565881,0.0763888888888889
20,7,7,1,Willow Shields,Willow Shields,Willow Shields,1,1,1,5.604338097449681e-09,5.604338097449681e-09,0,0,0.07706410760012701,0.008928571428571425
20,8,6,2,Robert Herjavec | Chris Soules,Robert Herjavec | Chris Soules,Robert Herjavec | Chris Soules,1,1,1,2.607031615527449e-09,2.607031615527449e-09,0,0,0.1370644146176626,0.09523809523809523
20,9,4,1,Nastia Liukin,Nastia Liukin,Nastia Liukin,1,1,1,3.9018320611886985e-07,3.9018320611886985e-07,0,0,0.16345615648203157,0.025000000000000022
21,2,13,3,Victor Espinoza | Chaka Khan | Kim Zolciak-Biermann,Chaka Khan | Kim Zolciak-Biermann | Victor Espinoza,Chaka Khan | Kim Zolciak-Biermann | Victor Espinoza,1,1,1,4.091544081075944e-09,4.091544081075944e-09,0,0,0.056171161009536945,0.04945054945054945
21,4,10,1,Gary Busey,Gary Busey,Gary Busey,1,1,1,8.156197882332917e-09,8.156197882332917e-09,0,0,0.07337239574283125,0.08181818181818182
21,6,9,1,Paula Deen,Paula Deen,Paula Deen,1,1,1,6.02351878151533e-10,6.02351878151533e-10,0,0,0.0818130863529692,0.08888888888888889
21,7,8,1,Hayes Grier,Hayes Grier,Hayes Grier,1,1,1,1.4442711200582315e-09,1.4442711200582315e-09,0,0,0.07044954157245215,0.020833333333333343
21,8,7,1,Andy Grammer,Andy Grammer,Andy Grammer,1,1,1,3.213408128598441e-10,3.213408128598441e-10,0,0,0.09445877100070443,0.11607142857142859
21,9,6,2,Alexa PenaVega | Tamar Braxton,Tamar Braxton | Alexa PenaVega,Tamar Braxton | Alexa PenaVega,1,1,1,2.138010225106929e-09,2.138010225106929e-09,0,0,0.11738447409118972,0.01190476190476189
22,2,12,1,Geraldo Rivera,Geraldo Rivera,Geraldo Rivera,1,1,1,1.4907992116941164e-09,1.4907992116941164e-09,0,0,0.06080429499817254,0.0673076923076923
22,3,11,1,Mischa Barton,Mischa Barton,Mischa Barton,1,1,1,2.05448855924846e-08,2.05448855924846e-08,0,0,0.058196113076024604,0.07575757575757576
22,4,10,1,Marla Maples,Marla Maples,Marla Maples,1,1,1,3.077641992389896e-09,3.077641992389896e-09,0,0,0.06228343206651221,0.06363636363636364
22,6,9,1,Doug Flutie,Doug Flutie,Doug Flutie,1,1,1,3.5436502239559607e-09,3.5436502239559607e-09,0,0,0.07294056150084469,0.08888888888888888
22,7,8,2,Kim Fields | Von Miller,Von Miller | Kim Fields,Von Miller | Kim Fields,1,1,1,9.475884416934867e-09,9.475884416934867e-09,0,0,0.08566464668290148,0.05555555555555555
22,8,6,1,Jodie Sweetin,Jodie Sweetin,Jodie Sweetin,1,1,1,2.985069472194462e-09,2.985069472194462e-09,0,0,0.0934468928738412,0.01190476190476189
22,9,5,2,Antonio Brown | Wanya Morris,Antonio Brown | Wanya Morris,Antonio Brown | Wanya Morris,1,1,1,4.500328229602428e-08,4.500328229602428e-08,0,0,0.16201119425280455,0.033333333333333354
23,2,13,1,Jake T. Austin,Jake T. Austin,Jake T. Austin,1,1,1,1.5352290746205564e-08,1.5352290746205564e-08,0,0,0.04631334084196828,0.05494505494505493
23,3,12,1,Rick Perry,Rick Perry,Rick Perry,1,1,1,5.463222997153549e-09,5.463222997153549e-09,0,0,0.05227407676537071,0.06730769230769232
23,4,11,2,Babyface | Vanilla Ice,Babyface | Vanilla Ice,Babyface | Vanilla Ice,1,1,1,2.7326219731570125e-09,2.7326219731570125e-09,0,0,0.05830733342352737,0.053030303030303025
23,6,9,1,Amber Rose,Amber Rose,Amber Rose,1,1,1,4.372679685784618e-10,4.372679685784618e-10,0,0,0.07332145952401033,0.09444444444444444
23,7,8,1,Maureen McCormick,Maureen McCormick,Maureen McCormick,1,1,1,3.661796576927517e-08,3.661796576927517e-08,0,0,0.07438900094748246,0.0763888888888889
23,8,7,1,Ryan Lochte,Ryan Lochte,Ryan Lochte,1,1,1,3.293031874905419e-09,3.293031874905419e-09,0,0,0.09113605216650451,0.07142857142857142
23,9,6,1,Marilu Henner,Marilu Henner,Marilu Henner,1,1,1,2.3690446298012894e-09,2.3690446298012894e-09,0,0,0.1048249665473843,0.11904761904761903
23,10,5,1,Terra Jole,Terra Jole,Terra Jole,1,1,1,9.166806126372915e-10,9.166806126372915e-10,0,0,0.12199820413898942,0.016666666666666663
24,2,12,1,Chris Kattan,Chris Kattan,Chris Kattan,1,1,1,2.3580381855327113e-09,2.3580381855327113e-09,0,0,0.05426625574627936,0.06730769230769232
24,3,11,1,Charo,Charo,Charo,1,1,1,1.0762511069488824e-08,1.0762511069488824e-08,0,0,0.05805878955614082,0.07196969696969696
24,4,10,1,Mr. T,Mr. T,Mr. T,1,1,1,5.052354658175184e-09,5.052354658175184e-09,0,0,0.06336973269435887,0.08636363636363636
24,5,9,1,Erika Jayne,Erika Jayne,Erika Jayne,1,1,1,1.2393280011654494e-09,1.2393280011654494e-09,0,0,0.06574945348969916,0.061111111111111116
24,6,8,1,Heather Morris,Heather Morris,Bonner Bolton,1,0,0,3.233856899697233e-09,0.1489353664962495,1,0,0.06423358049413566,0.0
24,7,7,2,Nancy Kerrigan | Nick Viall,Nick Viall | Nancy Kerrigan,Nick Viall | Nancy Kerrigan,1,1,1,1.6212150909227776e-09,1.6212150909227776e-09,0,0,0.10115807304910421,0.03571428571428571
24,8,5,1,Bonner Bolton,Bonner Bolton,Bonner Bolton,1,1,1,8.670859923124736e-09,8.670859923124736e-09,0,0,0.14604351989303488,0.16666666666666669
24,9,4,1,Simone Biles,Simone Biles,David Ross,1,0,0,1.2485825975893104e-09,0.3475274834220008,1,0,0.15726209092169258,0.0
25,2,13,2,Barbara Corcoran | Debbie Gibson,Barbara Corcoran | Debbie Gibson,Barbara Corcoran | Debbie Gibson,1,1,1,9.048442371220842e-10,9.048442371220842e-10,0,0,0.04718710477755271,0.03846153846153846
25,4,11,1,Derek Fisher,Derek Fisher,Derek Fisher,1,1,1,1.386569756652038e-09,1.386569756652038e-09,0,0,0.053296906881580855,0.056818181818181816
25,5,10,1,Sasha Pieterse,Sasha Pieterse,Sasha Pieterse,1,1,1,2.1593265463910845e-08,2.1593265463910845e-08,0,0,0.05998650329423426,0.06818181818181819
25,6,9,1,Nick Lachey,Nick Lachey,Nick Lachey,1,1,1,2.4685852364484686e-09,2.4685852364484686e-09,0,0,0.07716047680645978,0.09444444444444444
25,7,8,2,Nikki Bella | Vanessa Lachey,Nikki Bella | Vanessa Lachey,Nikki Bella | Vanessa Lachey,1,1,1,2.76760310761755e-10,2.76760310761755e-10,0,0,0.08409301439759893,0.0625
25,8,6,1,Terrell Owens,Terrell Owens,Terrell Owens,1,1,1,2.697572196582229e-09,2.697572196582229e-09,0,0,0.1021941779559833,0.07142857142857142
25,9,5,1,Victoria Arlen,Victoria Arlen,Victoria Arlen,1,1,1,6.042371007830442e-09,6.042371007830442e-09,0,0,0.12031758153873123,0.06666666666666665
26,1,10,2,Jamie Anderson | Johnny Damon,Johnny Damon | Jamie Anderson,Johnny Damon | Jamie Anderson,1,1,1,6.894825706234073e-10,6.894825706234073e-10,0,0,0.06872145626189502,0.05454545454545455
26,2,8,2,Kareem Abdul-Jabbar | Arike Ogunbowale,Kareem Abdul-Jabbar | Arike Ogunbowale,Kareem Abdul-Jabbar | Arike Ogunbowale,1,1,1,3.0474517707313498e-09,3.0474517707313498e-09,0,0,0.08114214156913985,0.03472222222222224
26,3,6,3,Jennie Finch Daigle | Chris Mazdzer | Mirai Nagasu,Jennie Finch Daigle | Chris Mazdzer | Mirai Nagasu,Chris Mazdzer | Jennie Finch Daigle | Mirai Nagasu,1,1,1,1.090435839156401e-06,1.090435839156401e-06,0,0,0.1737474534661217,0.11904761904761903
27,1,13,1,Nikki Glaser,Nikki Glaser,Nikki Glaser,1,1,1,4.2364384114254606e-10,4.2364384114254606e-10,0,0,0.04609930510826598,0.06043956043956043
27,2,12,1,Danelle Umstead,Danelle Umstead,Danelle Umstead,1,1,1,2.3797509380610723e-09,2.3797509380610723e-09,0,0,0.053549053670519785,0.0641025641025641
27,3,11,1,Nancy McKeon,Nancy McKeon,Nancy McKeon,1,1,1,2.034513324492999e-09,2.034513324492999e-09,0,0,0.0552862895355582,0.06060606060606061
27,4,10,1,Tinashe,Tinashe,Tinashe,1,1,1,1.0113685392699948e-09,1.0113685392699948e-09,0,0,0.048782808003243125,0.009090909090909094
27,6,9,1,Mary Lou Retton,Mary Lou Retton,Mary Lou Retton,1,1,1,2.121526011331859e-09,2.121526011331859e-09,0,0,0.06598306728734285,0.049999999999999996
27,7,8,2,John Schneider | DeMarcus Ware,DeMarcus Ware | John Schneider,DeMarcus Ware | John Schneider,1,1,1,9.677433944119215e-10,9.677433944119215e-10,0,0,0.08407970792376782,0.05555555555555555
27,8,6,2,Juan Pablo Di Pace | Joe Amabile,Joe Amabile | Juan Pablo Di Pace,Joe Amabile | Bobby Bones,1,0,0,5.482741566228498e-08,0.13892987382477692,1,0,0.11563789353152275,0.01190476190476189
28,2,12,2,Ray Lewis | Mary Wilson,Mary Wilson | Ray Lewis,Mary Wilson | Lamar Odom,1,0,0,1.4851460223744927e-08,0.04199689213426261,1,0,0.03514756221430924,0.003205128205128204
28,4,10,1,Lamar Odom,Lamar Odom,Lamar Odom,1,1,1,6.5394983127490245e-09,6.5394983127490245e-09,0,0,0.020329007194828698,0.01818181818181818
28,6,9,1,Sailor Brinkley-Cook,Sailor Brinkley-Cook,Sean Spicer,1,0,0,1.2790506840361949e-08,0.046296190606449,1,0,0.009990194171128987,0.06666666666666668
28,7,8,1,Karamo Brown,Karamo Brown,Sean Spicer,1,0,0,5.2197666702115915e-09,0.0512317029095472,1,0,0.01695248250825661,0.013888888888888888
28,8,7,1,Kate Flannery,Kate Flannery,Sean Spicer,1,0,0,2.9456878307362053e-08,0.0661169845946337,1,0,0.017514889823436297,0.017857142857142856
28,9,6,1,Sean Spicer,Sean Spicer,Sean Spicer,1,1,1,8.953228206875688e-08,8.953228206875688e-08,0,0,0.07287717070119101,0.09523809523809523
28,10,5,1,James Van Der Beek,James Van Der Beek,James Van Der Beek,1,1,1,1.83068463722667e-08,1.83068463722667e-08,0,0,0.06865308096676047,0.08333333333333333
29,2,15,1,Charles Oakley,Charles Oakley,Charles Oakley,1,1,1,3.6806734840294892e-09,3.6806734840294892e-09,0,0,0.036520336017580354,0.05
29,3,14,1,Carole Baskin,Carole Baskin,Carole Baskin,1,1,1,4.3455565601753826e-09,4.3455565601753826e-09,0,0,0.044851429983277964,0.0619047619047619
29,4,13,1,Anne Heche,Anne Heche,Anne Heche,1,1,1,2.5214795198178673e-08,2.5214795198178673e-08,0,0,0.042180678721681644,0.05219780219780219
29,5,12,1,Jesse Metcalfe,Jesse Metcalfe,Jesse Metcalfe,1,1,1,3.3445291741166656e-08,3.3445291741166656e-08,0,0,0.04580154180931318,0.0608974358974359
29,6,11,1,Veron Davis,Veron Davis,Skai Jackson,1,0,0,5.172225257435274e-11,0.0903455927627494,1,0,0.03957578143014046,0.0
29,7,10,2,Monica Aldama | Jeannie Mai,Monica Aldama | Jeannie Mai,Monica Aldama | Jeannie Mai,1,1,1,1.6132536322242339e-09,1.6132536322242339e-09,0,0,0.05890505386013506,0.009090909090909094
29,8,8,1,Chrishell Stause,Nelly,Nelly,0,0,1,8.69871663390846e-12,8.69871663390846e-12,0,0,0.006756776801746876,0.04861111111111112
29,9,7,1,AJ McLean,AJ McLean,AJ McLean,1,1,1,6.356321169150572e-09,6.356321169150572e-09,0,0,0.030986791678052267,0.0
29,10,6,2,Skai Jackson | Johnny Weir,Johnny Weir | Skai Jackson,Johnny Weir | Nelly,1,0,0,7.426798636596362e-08,0.06249029285766189,1,0,0.061053436980480116,0.011904761904761904
30,2,15,1,Martin Kove,Martin Kove,Martin Kove,1,1,1,4.2486159836795444e-08,4.2486159836795444e-08,0,0,0.04565206892050973,0.058333333333333334
30,3,14,1,Christine Chiu,Christine Chiu,Christine Chiu,1,1,1,7.756779753640486e-09,7.756779753640486e-09,0,0,0.03406035698808827,0.030952380952380953
30,4,13,2,Brian Austin Green | Matt James,Brian Austin Green | Matt James,Brian Austin Green | Matt James,1,1,1,2.0822021262146972e-08,2.0822021262146972e-08,0,0,0.04646694226696274,0.06868131868131869
30,5,11,1,Melanie C,Melanie C,Iman Shumpert,1,0,0,3.401114683701595e-09,0.0978069766025158,1,0,0.03851387621109016,0.03787878787878788
30,6,10,1,Kenya Moore,Kenya Moore,Kenya Moore,1,1,1,7.172531430357892e-09,7.172531430357892e-09,0,0,0.05846545319618249,0.05909090909090909
30,7,9,1,"Mike ""The Miz"" Mizanin","Mike ""The Miz"" Mizanin","Mike ""The Miz"" Mizanin",1,1,1,9.472082809457108e-09,9.472082809457108e-09,0,0,0.06550375325676175,0.04444444444444444
30,8,8,2,Jimmie Allen | Olivia Jade,Jimmie Allen | Olivia Jade,Jimmie Allen | Olivia Jade,1,1,1,5.9159039645296715e-08,5.9159039645296715e-08,0,0,0.03343869701016482,0.013888888888888895
30,9,6,2,Melora Hardin | Suni Lee,Melora Hardin | Suni Lee,Cody Rigsby | Melora Hardin,1,0,0,1.6135770595211294e-07,0.06198316024743699,1,0,0.05755822012866911,0.011904761904761904
31,1,16,1,Jason Lewis,Jason Lewis,Jason Lewis,1,1,1,7.901112067286398e-08,7.901112067286398e-08,0,0,0.033226670670225056,0.051470588235294115
31,2,15,1,Teresa Giudice,Teresa Giudice,Teresa Giudice,1,1,1,2.340654223428524e-10,2.340654223428524e-10,0,0,0.03420901990883164,0.05416666666666667
31,3,14,1,Cheryl Ladd,Cheryl Ladd,Cheryl Ladd,1,1,1,4.3298767730937265e-09,4.3298767730937265e-09,0,0,0.038053776881776316,0.057142857142857134
31,4,13,1,Sam Champion,Sam Champion,Sam Champion,1,1,1,9.032192095179571e-09,9.032192095179571e-09,0,0,0.045990506788374304,0.06593406593406594
31,5,12,2,Selma Blair | Joseph Baena,Joseph Baena | Selma Blair,Joseph Baena | Vinny Guadagnino,1,0,0,1.0585292642370599e-08,0.049827660475578066,1,0,0.03979420507423192,0.02564102564102564
31,6,10,1,Jessie James Decker,Jessie James Decker,Jessie James Decker,1,1,1,2.773592354566323e-09,2.773592354566323e-09,0,0,0.020371755167049074,0.0
31,7,9,1,Jordin Sparks,Jordin Sparks,Jordin Sparks,1,1,1,2.7405635136100846e-09,2.7405635136100846e-09,0,0,0.020948900752517034,0.0
31,8,8,2,Heidi D'Amelio | Vinny Guadagnino,Vinny Guadagnino | Heidi D'Amelio,Heidi D'Amelio | Vinny Guadagnino,1,1,1,2.8686193601926307e-08,2.8686193601926307e-08,0,0,0.04492146024667053,0.04861111111111111
31,9,6,2,Trevor Donovan | Daniel Durant,Trevor Donovan | Daniel Durant,Daniel Durant | Trevor Donovan,1,1,1,1.7087657191310118e-07,1.7087657191310118e-07,0,0,0.06687598453274116,0.08333333333333334
32,1,14,1,Matt Walsh,Matt Walsh,Matt Walsh,1,1,1,7.00395395754774e-09,7.00395395754774e-09,0,0,0.039683494163537725,0.057142857142857134
32,2,13,1,Jamie Lynn Spears,Jamie Lynn Spears,Jamie Lynn Spears,1,1,1,8.430700618285196e-09,8.430700618285196e-09,0,0,0.03364538535113149,0.016483516483516487
32,3,12,1,Tyson Beckford,Tyson Beckford,Tyson Beckford,1,1,1,9.619730174482229e-09,9.619730174482229e-09,0,0,0.04948118522935441,0.05128205128205128
32,4,11,1,Adrian Peterson,Adrian Peterson,Adrian Peterson,1,1,1,3.9026606266946425e-09,3.9026606266946425e-09,0,0,0.044015921102806936,0.011363636363636367
32,5,10,1,Mira Sorvino,Harry Jowsey,Harry Jowsey,0,0,1,5.100922576558665e-10,5.100922576558665e-10,0,0,0.008333338521827417,0.027272727272727275
32,6,9,1,Mauricio Umansky,Mauricio Umansky,Barry Williams,1,0,0,1.0669383167349285e-08,0.0576042052778561,1,0,0.027249302273180565,6.938893903907228e-18
32,7,8,1,Lele Pons,Lele Pons,Barry Williams,1,0,0,1.5665329689592588e-08,0.0589965004972171,1,0,0.02240604383438345,0.04166666666666666
32,8,7,1,Barry Williams,Barry Williams,Harry Jowsey,1,0,0,8.896879702513296e-09,0.0661150171380585,1,0,0.019223512025727696,0.017857142857142856
32,9,6,1,Harry Jowsey,Harry Jowsey,Harry Jowsey,1,1,1,4.5735912833221657e-08,4.5735912833221657e-08,0,0,0.05023753399218003,0.047619047619047616
33,2,13,2,Tori Spelling | Anna Delvey,Anna Delvey | Tori Spelling,Anna Delvey | Tori Spelling,1,1,1,5.0228142667483734e-09,5.0228142667483734e-09,0,0,0.03788736104189338,0.027472527472527472
33,3,11,2,Eric Roberts | Reginald VelJohnson,Reginald VelJohnson | Eric Roberts,Reginald VelJohnson | Eric Roberts,1,1,1,2.4672472562836382e-08,2.4672472562836382e-08,0,0,0.059927940730715036,0.030303030303030304
33,4,9,1,Brooks Nader,Brooks Nader,Dwight Howard ,1,0,0,1.4315576026813464e-08,0.0547246795430479,1,0,0.02226029179740944,0.022222222222222227
33,5,8,1,Phaedra Parks,Phaedra Parks,Phaedra Parks,1,1,1,2.3112406180774902e-09,2.3112406180774902e-09,0,0,0.03079745624059574,0.013888888888888888
33,6,7,1,Jenn Tran,Jenn Tran,Ilona Maher,1,0,0,1.1271714578868814e-08,0.0665291723492998,1,0,0.01627428927665671,0.04464285714285716
33,7,6,1,Dwight Howard ,Dwight Howard ,Dwight Howard ,1,1,1,1.1459070432474237e-08,1.1459070432474237e-08,0,0,0.050342880253490624,0.047619047619047616
34,2,14,2,Corey Feldman | Baron Davis,Corey Feldman | Baron Davis,Corey Feldman | Baron Davis,1,1,1,1.6244633699792254e-08,1.6244633699792254e-08,0,0,0.038638531512771426,0.05238095238095238
34,3,12,1,Lauren Jauregui,Lauren Jauregui,Lauren Jauregui,1,1,1,4.4954504516899444e-09,4.4954504516899444e-09,0,0,0.04592709668505092,0.0641025641025641
34,4,11,1,Hilaria Baldwin,Hilaria Baldwin,Andy Richter,1,0,0,8.805805818720216e-09,0.097399357251177,1,0,0.03861902906139529,0.030303030303030304
34,6,10,1,Scott Hoying,Scott Hoying,Andy Richter,1,0,0,2.3613288694400573e-09,0.046630109590531,1,0,0.021844465379306968,0.0
34,7,9,1,Jen Affleck,Jen Affleck,Andy Richter,1,0,0,1.429316745562706e-09,0.0412936872472573,1,0,0.013116722427042572,0.011111111111111113
34,8,8,1,Danielle Fishel,Danielle Fishel,Andy Richter,1,0,0,3.4913613472883165e-08,0.0562527710381294,1,0,0.023151243684148524,0.0
34,9,7,1,Andy Richter,Andy Richter,Andy Richter,1,1,1,1.2799444427690306e-08,1.2799444427690306e-08,0,0,0.04729398239552744,0.03571428571428571
34,10,6,1,Whitney Leavitt,Whitney Leavitt,Elaine Hendrix,1,0,0,7.950946600261871e-09,0.0930491122947499,1,0,0.0450710637998086,0.023809523809523794
